INSTNM,CITY,STABBR,INSTURL,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,RET_FT4,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,UGDS_MEN,UGDS_WOMEN
Hofstra University,Hempstead,NY,www.hofstra.edu,2,2,21,40.715959,-73.60078,17,13,0.6161,565,575,NULL,26,NULL,NULL,NULL,1147,51214,38900,38900,0.8022,59700,40000,47500,49500,54300,0.462,0.538
Houghton College,Houghton,NY,www.houghton.edu,2,2,43,42.426841,-78.156882,21,11,0.9381,565,555,545,25,25,25,NULL,1121,39545,28556,28556,0.8655,44100,30400,38900,37500,39200,0.3584,0.6416
Iona College,New Rochelle,NY,www.iona.edu,2,2,21,40.927107,-73.785635,18,13,0.867,505,510,NULL,23,NULL,NULL,NULL,1022,46329,34030,34030,0.8308,56300,39600,45000,49700,53100,0.4702,0.5298
Ithaca College,Ithaca,NY,www.ithaca.edu,2,2,23,42.42264,-76.495057,18,14,0.5911,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55515,39532,39532,0.8468,55900,38600,44300,46900,51800,0.4283,0.5717
The Juilliard School,New York,NY,www.juilliard.edu,2,2,11,40.773725,-73.982913,30,8,0.0843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55640,38190,38190,0.9817,51900,34700,30600,34900,44500,0.5501,0.4499
Keuka College,Keuka Park,NY,www.keuka.edu,2,2,32,42.61541,-77.090518,19,10,0.8286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42881,28235,28235,0.7321,43700,39200,39600,42400,43200,0.2515,0.7485
LIM College,New York,NY,www.limcollege.edu,3,2,11,40.759817,-73.974911,29,9,0.7421,470,450,NULL,19,19,19,NULL,914,41784,24225,24225,0.7587,49400,37500,40700,44100,45600,0.082,0.918
Le Moyne College,Syracuse,NY,www.lemoyne.edu,2,2,12,43.047316,-76.088449,18,11,0.6595,520,535,NULL,24,23,24,NULL,1071,42943,31340,31340,0.8601,50900,36700,46100,46600,48600,0.4223,0.5777
LIU Brooklyn,Brooklyn,NY,liu.edu/Brooklyn,2,2,11,40.690134,-73.980872,18,12,0.8633,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43649,34852,34852,0.6472,52300,43700,48300,50800,52200,0.306,0.694
LIU Post,Brookville,NY,liu.edu/CWPost,2,2,21,40.820043,-73.593279,18,13,0.8302,470,475,460,21,23,21,7,950,46535,34852,34852,0.7544,52300,43700,48300,50800,52200,0.3853,0.6147
Manhattan College,Riverdale,NY,www.manhattan.edu,2,2,11,40.889756,-73.901893,19,14,0.6654,535,555,535,25,24,25,NULL,1097,48454,37188,37188,0.8371,66200,49200,52300,57800,65100,0.5586,0.4414
Manhattan School of Music,New York,NY,www.msmnyc.edu,2,2,11,40.812341,-73.961691,30,8,0.4482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55403,37750,37750,0.8148,37600,25400,24200,31600,36100,0.4524,0.5476
Manhattanville College,Purchase,NY,www.manhattanville.edu,2,2,21,41.031054,-73.718316,21,11,0.7386,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49126,36220,36220,0.7916,53900,36400,42600,43900,46800,0.3603,0.6397
Marist College,Poughkeepsie,NY,www.Marist.edu,2,2,21,41.721955,-73.934342,18,14,0.3851,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47906,32590,32590,0.9085,57900,43500,45400,50200,54600,0.4084,0.5916
Marymount Manhattan College,New York,NY,www.mmm.edu,2,2,11,40.769108,-73.959676,21,10,0.735,545,510,NULL,24,24,22,NULL,1065,47464,27636,27636,0.7431,42200,31800,36800,38600,40500,0.2294,0.7706
