INSTNM,CITY,STABBR,INSTURL,CONTROL,REGION,LOCALE,LATITUDE,LONGITUDE,CCBASIC,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,COSTT4_A,TUITIONFEE_IN,TUITIONFEE_OUT,RET_FT4,MN_EARN_WNE_P10,MN_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MN_EARN_WNE_P9,UGDS_MEN,UGDS_WOMEN
Saint John Fisher College,Rochester,NY,www.sjfc.edu,2,2,21,43.117064,-77.516979,17,14,0.6791,515,550,500,25,24,25,NULL,1091,40209,29550,29550,0.8829,51300,40800,41400,43900,47700,0.4023,0.5977
St John's University-New York,Queens,NY,www.stjohns.edu,2,2,11,40.721979,-73.795301,17,16,0.6252,540,560,NULL,25,NULL,NULL,NULL,1107,51420,38680,38680,0.7865,60200,43300,51900,53300,58400,0.463,0.537
SUNY College of Technology at Alfred,Alfred,NY,www.alfredstate.edu,1,2,33,42.258723,-77.791073,23,14,0.5424,470,495,NULL,22,21,23,NULL,982,21952,7646,14256,0.863,40400,33900,36200,38100,36700,0.6096,0.3904
SUNY College of Technology at Canton,Canton,NY,www.canton.edu,1,2,33,44.607346,-75.185005,23,10,0.8067,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19541,7519,11689,0.7607,37300,29300,32400,34500,35100,0.4404,0.5596
SUNY College of Technology at Delhi,Delhi,NY,www.delhi.edu,1,2,33,42.270129,-74.924225,23,10,0.6819,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20564,7530,11700,0.69,39400,29900,33500,34600,36300,0.462,0.538
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,www.cobleskill.edu/,1,2,32,42.67257,-74.498247,23,11,0.7334,435,435,NULL,19,NULL,NULL,NULL,877,21571,7609,16759,0.7697,36900,27800,31100,32900,35800,0.4861,0.5139
Farmingdale State College,Farmingdale,NY,www.farmingdale.edu/,1,2,21,40.75408,-73.426371,22,12,0.4665,480,500,NULL,21,NULL,NULL,NULL,982,14257,7483,17133,0.7967,52100,39900,45000,48100,49000,0.5758,0.4242
Morrisville State College,Morrisville,NY,www.morrisville.edu,1,2,42,42.89432,-75.645231,23,11,0.5619,435,445,410,21,NULL,NULL,NULL,895,22386,7689,17339,0.7738,34900,27900,30400,32600,33500,0.4949,0.5051
SUNY at Albany,Albany,NY,www.albany.edu,1,2,13,42.686917,-73.825014,15,17,0.5584,535,560,NULL,24,NULL,NULL,NULL,1098,21968,8302,19942,0.8081,55300,37400,44500,47200,53900,0.5172,0.4828
SUNY at Binghamton,Vestal,NY,www.binghamton.edu,1,2,22,42.088049,-75.971143,16,17,0.4406,630,660,625,29,NULL,NULL,NULL,1287,22688,8620,20260,0.8923,63000,43900,51600,55100,61300,0.5242,0.4758
University at Buffalo,Buffalo,NY,www.buffalo.edu,1,2,21,43.001433,-78.790103,15,16,0.5781,550,600,NULL,27,NULL,NULL,NULL,1165,21996,8870,22290,0.8809,56700,43100,47000,51500,54500,0.5455,0.4545
Stony Brook University,Stony Brook,NY,www.stonybrook.edu,1,2,21,40.913138,-73.123595,15,17,0.4134,590,660,595,28,28,29,9,1254,21358,8430,21850,0.8933,58900,41100,49100,51300,57000,0.5445,0.4555
SUNY College of Environmental Science and Forestry,Syracuse,NY,www.esf.edu,1,2,12,43.034355,-76.139236,17,10,0.5113,585,600,NULL,27,NULL,NULL,NULL,1193,23671,7398,17048,0.8386,44500,33600,38500,42100,44600,0.5524,0.4476
